,timestamp,x,y,z,label,acceleration,predicted_labels
3,1565109931087,-0.053802490234375,-0.987701416015625,0.0689849853515625,1.0,0.991568315023552,1
4,1565109931188,-0.0540313720703125,-1.0036163330078125,0.1264495849609375,1.0,1.0129929074700583,1
5,1565109931288,-0.0108795166015625,-0.9675750732421876,0.1708984375,1.0,0.982611908222697,1
6,1565109931388,0.0528411865234375,-0.982330322265625,0.235565185546875,1.0,1.0115611744612507,1
7,1565109931488,0.0329742431640625,-1.0532073974609375,0.2567138671875,1.0,1.084543743878063,1
8,1565109931589,-0.090423583984375,-0.9727935791015624,0.3563079833984375,1.0,1.0399322819853551,1
9,1565109931689,0.124267578125,-0.890533447265625,0.2232208251953125,1.0,0.9264554972974832,1
10,1565109931789,-0.0317840576171875,-0.89398193359375,0.2642364501953125,1.0,0.9327565735616408,1
11,1565109931889,-0.0974273681640625,-0.9027252197265624,0.1376800537109375,1.0,0.9183467273244854,1
12,1565109931989,-0.0948638916015625,-1.1978759765625,0.1284942626953125,1.0,1.208477053444114,1
13,1565109932090,0.0137176513671875,-0.8523712158203125,-0.0008697509765625,1.0,0.8524820349924043,1
14,1565109932190,0.0679473876953125,-0.988525390625,0.03497314453125,1.0,0.9914748691940354,1
15,1565109932290,-0.04925537109375,-1.0310821533203125,0.008941650390625,1.0,1.0322966877738897,1
16,1565109932390,0.109710693359375,-0.9923248291015624,-0.0905609130859375,1.0,1.0024700901611971,1
17,1565109932491,0.0847930908203125,-1.00128173828125,-0.0775146484375,1.0,1.0078509355994927,1
18,1565109932591,0.11029052734375,-1.0100250244140625,-0.080535888671875,1.0,1.0192156688986678,1
19,1565109932691,0.0759735107421875,-0.9907379150390624,-0.072174072265625,1.0,0.9962643661889375,1
20,1565109932791,0.0556182861328125,-0.9940185546875,-0.0782928466796875,1.0,0.9986471101728512,1
21,1565109932892,0.1022796630859375,-0.9947967529296876,-0.0380401611328125,1.0,1.0007640895732786,1
22,1565109932992,0.1045989990234375,-1.0076751708984375,-0.040252685546875,1.0,1.013888790418178,1
23,1565109933092,0.1455841064453125,-1.007843017578125,-0.0368194580078125,1.0,1.0189690636218796,1
24,1565109933192,0.148284912109375,-1.0107574462890625,-0.0030364990234375,1.0,1.021581250177582,1
25,1565109933292,0.1196746826171875,-1.0058441162109375,-0.007110595703125,1.0,1.0129634624935588,1
26,1565109933393,-0.046356201171875,-1.050689697265625,-0.0614166259765625,1.0,1.0535035544665063,1
27,1565109933493,0.046783447265625,-1.01611328125,-0.024169921875,1.0,1.0174768186028322,1
28,1565109933593,-0.0003204345703125,-1.0066375732421875,0.1006011962890625,1.0,1.011652068270522,1
29,1565109933693,-0.030792236328125,-1.092193603515625,0.1931610107421875,1.0,1.1095702796350833,1
30,1565109933794,-0.1165924072265625,-0.93243408203125,0.1821136474609375,1.0,0.9571794436509129,1
31,1565109933894,-0.0353546142578125,-0.860015869140625,0.2344207763671875,1.0,0.8920932374564994,1
32,1565109933994,-0.0438690185546875,-0.8676300048828125,0.1640625,1.0,0.8840943502071206,1
33,1565109934094,-0.0993804931640625,-1.209686279296875,0.3044891357421875,1.0,1.251371651638982,1
34,1565109934194,0.12249755859375,-0.8854827880859375,0.123443603515625,1.0,0.9023988824831275,1
35,1565109934295,0.17840576171875,-1.0754852294921875,0.1581268310546875,1.0,1.1015903001432557,1
36,1565109934395,-0.077911376953125,-0.998260498046875,0.1746368408203125,1.0,1.0164114475896195,1
37,1565109934495,-0.049652099609375,-0.9981536865234376,0.1015625,1.0,1.004535242946806,1
38,1565109934595,0.038330078125,-1.0069580078125,0.074951171875,1.0,1.0104708321135367,1
39,1565109934696,0.0125732421875,-1.0064544677734375,0.0344390869140625,1.0,1.0071220049366876,1
40,1565109934796,0.0244140625,-1.0089569091796875,0.0341949462890625,1.0,1.0098313648233026,1
41,1565109934896,0.05078125,-0.9870452880859376,-0.0352935791015625,1.0,0.9889806736281617,1
42,1565109934996,0.0114288330078125,-1.012542724609375,-0.0406646728515625,1.0,1.0134234075653776,1
43,1565109935097,0.082794189453125,-1.001434326171875,-0.0253753662109375,1.0,1.0051713767576436,1
44,1565109935197,0.0572967529296875,-1.0006866455078125,-0.045623779296875,1.0,1.0033634484229998,1
45,1565109935297,0.1037750244140625,-0.9916839599609376,-0.086334228515625,1.0,1.000829621438801,1
46,1565109935397,0.039093017578125,-1.0227813720703125,-0.0930633544921875,1.0,1.027750352481931,1
47,1565109935497,0.068359375,-1.001739501953125,-0.087493896484375,1.0,1.0078741071412163,1
48,1565109935598,0.0657501220703125,-1.0012359619140625,-0.07275390625,1.0,1.0060266700524756,1
49,1565109935698,0.05401611328125,-1.0035400390625,-0.0740814208984375,1.0,1.0077194090707533,1
50,1565109935798,0.0303192138671875,-1.007049560546875,-0.06787109375,1.0,1.0097893629336763,1
51,1565109935898,0.0526123046875,-1.008575439453125,-0.0086212158203125,1.0,1.0099835627547682,1
52,1565109935999,0.079437255859375,-1.0037841796875,-0.0029449462890625,1.0,1.0069268244108012,1
53,1565109936099,0.0375823974609375,-0.998382568359375,0.0193328857421875,1.0,0.9992767133651692,1
54,1565109936199,-0.0064239501953125,-1.0009307861328125,0.0422515869140625,1.0,1.001842753310777,1
55,1565109936299,-0.02716064453125,-0.981842041015625,0.099853515625,1.0,0.9872802128574001,1
56,1565109936400,-0.0707855224609375,-1.0001983642578125,0.0608062744140625,1.0,1.0045420653522628,1
57,1565109936500,-0.052764892578125,-0.9975433349609376,0.132354736328125,1.0,1.0076679092053382,1
58,1565109936600,-0.04290771484375,-0.9980926513671876,0.1379852294921875,1.0,1.0084988528819983,1
59,1565109936700,-0.0230560302734375,-1.0020599365234375,0.129302978515625,1.0,1.0106309698254539,1
60,1565109936800,-0.0153961181640625,-0.9854888916015624,0.099639892578125,1.0,0.990632880595823,1
61,1565109936901,-0.0207672119140625,-1.0041351318359375,0.1327667236328125,1.0,1.0130871842946445,1
62,1565109937001,-0.0246124267578125,-0.996490478515625,0.105621337890625,1.0,1.0023746367207291,1
63,1565109937101,-0.0205535888671875,-0.9997406005859376,0.12078857421875,1.0,1.0072207296005435,1
64,1565109937201,-0.030487060546875,-0.978973388671875,0.153350830078125,1.0,0.9913802669380367,1
65,1565109937302,-0.0638275146484375,-0.99420166015625,0.12188720703125,1.0,1.0036769320461236,1
66,1565109937402,-0.0261993408203125,-1.0091705322265625,0.1778564453125,1.0,1.0250582830810453,1
67,1565109937502,0.048126220703125,-1.02899169921875,0.24761962890625,1.0,1.0594600184999552,1
68,1565109937602,-0.0229339599609375,-1.0745086669921875,0.3654632568359375,1.0,1.135190835964574,1
69,1565109937703,0.086456298828125,-0.8279571533203125,0.2427825927734375,1.0,0.8671396235296402,1
70,1565109937803,0.0991973876953125,-0.774627685546875,0.2422637939453125,1.0,0.8176673643958521,1
71,1565109937903,0.014495849609375,-0.865692138671875,0.2496337890625,1.0,0.9010827027836475,1
